IDSong,F0010,F0011,F0013,F0021,F0109,F0110,F0113,F0116,F0121,F0133,F0136,F0151,F0155,F0246,F0247,F0251,F0328,F0404,F0406,F0407,F0437,F0438,F0466,F0469,F0507,F0525,F0526,F0529,F0753,F0770,F0772,F0776,F0778,F0782,F0891,F0897,F0899,F0905,F0909,F0911,F0917,F0923,F0927,F0945,F0946,F0958,F1053,F1059,F1065,F1071,F1077,F1089,F1090,F1096,F1101,F1151,F1152,F1166,F1194,F1419,F1441,F1455,F1469,F1475,F1483,F1486,F1489,F1497,F1537,F1550,F1574,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),ORIGINAL-TEXTURE-Musical Layers (Mean),ORIGINAL-TEXTURE-Musical Layers (Max),ORIGINAL-TEXTURE-Musical Layers (Std),ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),Quadrant,Energy,Valence,Accouticness,Instrumentalness,Key,Speechiness,Loudness,Liveness,Mode,Tempo,Time_signature,Danceability
MT0004342301,135.98,1.3558,1042.9,1.6839,0.15086,0.79494,0.04837,1.327,590.3,0.96884,6.0334,0.074633,0.521,0.38404,0.068285,0.18831,0.79274,0.082785,3.0772,1.2872,5.701,1.5275,0.067984,0.57571,0.11604,5.7372,1.966,10.46,0.14235,0.29784,0.073059,0.35412,0.057642,0.49851,0.43243,0.49577,-0.010485,0.0013157,0.44319,0.27421,0.27554,0.61523,0.32247,0.31532,0.18351,0.17772,3.3366,3.8752,4.8676,5.4459,4.8971,6.4379,2.7962,3.1506,6.8611,4.4341,12.71,296210,3.9057,0.20252,-0.02211,0.83338,0.2272,0.094623,1.441,1.504,0.16649,1.0557,0.00034944,0.37,-0.4805,72.932,0.059504,988.88,0.625,2.9885,6,1.1158,0.05967,0.10045,0.63616,1.6406,0.77876,5217,5717.2,3751.5,0.21646,1.2343,1.3774,17.686,2.5762,2.8937,1.0801,3279.8,718.65,3.0602,0.1446,0.22727,0.61442,1.2389,Q3,0.346,-0.088,0.661,0.000371,7,0.0308,-9.849,0.0695,1,120.869,3,0.557
MT0004428604,151.58,4.1004,1783.6,4.1469,0.12794,0.33646,0.11939,0.92474,700.51,0.57758,3.7573,0.059465,0.64062,0.42997,0.040172,0.28205,0.65252,0.13374,3.1021,1.098,5.1427,0.76155,0.073251,0.27585,0.15183,3.9212,1.2898,7.9491,0.17023,0.35919,0.051447,0.48319,0.054887,0.68091,0.53146,0.51563,-0.181,0.041181,0.46261,0.055599,0.002454,0.046133,0.43514,0.43555,0.16613,0.16168,3.4212,3.5841,3.879,4.2487,4.5611,5.1432,2.2003,2.6713,5.5303,26.718,25.407,933800,4.7803,0.20527,-0.060759,-0.13468,-0.95966,0.10518,2.8671,2.244,0.25423,1.0284,0.009087,0.22347,-0.9452,90.865,0.058723,1500.2,0.33333,2.1278,7,1.0704,0.27394,0.59861,2.2614,2.2281,0.24381,5621,6869.1,4165,0.44173,1.0811,1.3609,12.451,1.8439,1.2494,0.11974,4420.1,606.18,2.5949,0.85027,0.125,-0.74919,1.2976,Q1,0.649,0.126,0.0814,4.67E-06,1,0.0707,-11.5,0.639,1,90.739,4,0.377
MT0004447086,81.678,1.5433,680.58,3.9462,0.079213,-0.67803,0.2843,0.67493,504.06,0.24218,1.6937,0.03585,0.70615,0.45931,0.019284,0.39983,0.41408,0.13009,2.1471,0.69391,4.9548,0.57725,0.045327,0.14078,0.28803,1.6129,0.89718,4.7467,0.21245,0.41007,0.041175,0.58141,0.038337,0.70105,0.64715,0.62869,-0.44666,-0.37573,0.60364,-0.30134,-0.16668,-0.20034,0.55641,0.55677,0.11374,0.1036,2.7465,2.8527,3.217,3.415,3.4954,3.8696,1.1733,1.3174,4.4236,31.751,36.822,2387400,2.2219,0.1518,-0.86731,-1.1555,-1.8911,0.14639,1.7877,0.83834,0.066284,-0.097601,0.01992,0.16975,-0.93358,0,0,0,0,0.93784,3,0.71909,0.52896,0.56535,1.297,0.23279,0.14803,6197.7,7686.7,5443.9,0.62269,0,0,0,0,0,0,0,0,0,0,0,-3.378,1.1978,Q2,0.932,0.332,1.88E-05,0.00509,1,0.0722,-5.354,0.19,1,99.903,4,0.56
MT0004447226,260.96,5.2357,3537,2.5527,0.1046,1.1541,0.050101,1.2116,243.66,1.0413,6.5675,0.038588,0.54259,0.32307,0.084644,0.10649,0.67462,0.056318,4.9847,1.4352,5.9509,1.3306,0.062546,0.46107,0.086562,9.5569,1.6576,13.842,0.14368,0.21979,0.04491,0.32595,0.045877,0.47053,0.48471,0.43205,-0.0013543,-0.030755,0.45959,-0.19289,0.013942,0.27894,0.36714,0.3316,0.20258,0.18609,3.5052,4.4085,5.1141,5.1588,5.7436,7.4894,4.1293,3.352,5.7997,-11.985,-24.693,130650,2.3803,0.1642,0.3942,0.65615,-0.50033,0.096645,1.5269,1.7019,0.35441,2.0623,0.0045436,0.2585,0.067837,65.269,0.037782,743.84,0.82353,1.5142,4,0.94839,0.46704,1.2357,2.5382,1.8035,0.22095,6328.4,7115.8,4512.1,0.57668,1.0397,1.7871,20.803,1.7603,2.4059,0.45652,5700.2,500.8,1.8201,0.89574,0.15,-0.90869,0.96847,Q1,0.363,0.258,0.97,0.248,6,0.178,-11.174,0.169,0,159.119,4,0.814
MT0004459450,73.756,1.3586,619.19,5.0498,0.066176,0.18198,0.37934,0.20024,399.11,0.28699,1.9835,0.028744,0.78406,0.46047,0.021627,0.38144,0.56422,0.074113,1.6717,0.6093,4.5706,0.45719,0.045835,0.14038,0.23985,2.6726,0.71503,5.2753,0.20393,0.42064,0.024073,0.60956,0.028462,0.72217,0.53925,0.52089,0.023131,-0.15941,0.56165,-0.26561,-0.22532,-0.23473,0.52604,0.54493,0.11539,0.12454,2.9221,3.0819,3.3056,3.6622,3.8806,4.0644,1.3756,1.1957,5.5906,28.753,28.996,1473800,2.2796,0.11857,-1.9204,-2.3621,-2.5035,0.14315,2.0224,0.75925,0.051654,-0.56013,0.017708,0.14196,-1.3242,0,0,0,0,1.3145,4,0.71,0.50367,0.33256,2.0951,0.49884,0.19895,6044.4,6743,5162.6,0.59745,0,0,0,0,0,0,0,0,0,0,0,-2.63,0.93159,Q2,0.913,-0.096,2.06E-05,0.0122,6,0.0967,-5.619,0.546,0,112.901,4,0.643
MT0004511265,99.783,1.8508,867.73,4.5147,0.10755,-0.63736,0.19862,0.25815,617.6,0.38879,3.3384,0.050576,0.66091,0.45825,0.024853,0.36526,0.47778,0.13326,2.3756,0.82958,4.5323,0.67428,0.038745,0.2679,0.2144,2.1058,1.0777,6.236,0.16762,0.35591,0.037002,0.55576,0.040079,0.6719,0.61141,0.58084,-0.32934,-0.36699,0.58393,-0.24142,-0.15175,-0.18357,0.53847,0.53987,0.1181,0.10563,2.812,3.0558,3.4003,3.5876,3.8351,4.0064,1.279,1.7149,4.2072,33.207,36.801,1624500,2.7734,0.17471,-1.7454,-1.109,-1.712,0.12147,2.354,1.4,0.14871,-0.60699,0.017251,0.20728,-1.2749,0,0,0,0,0.85135,4,0.81802,0.39286,0.79814,1.3302,0.36581,0.1982,5996.4,6872.1,3816.6,0.51603,0,0,0,0,0,0,0,0,0,0,0,-3.221,1.3974,Q2,0.934,0.014,0.000362,0.204,7,0.0593,-4.757,0.212,1,109.762,4,0.254
MT0004537445,204.31,4.0559,2296.8,1.5384,0.18947,0.078848,0.10515,2.2892,1203.5,0.85714,3.694,0.093429,0.5093,0.44986,0.050878,0.23353,0.59935,0.29259,3.8056,1.6263,5.2723,0.52544,0.063054,0.48175,0.25746,2.9809,1.7475,7.5687,0.14348,0.33983,0.061578,0.50735,0.066429,0.68229,0.55287,0.54033,-0.12587,-0.05579,0.5385,-0.046282,-0.12127,-0.14408,0.50963,0.47079,0.15622,0.13599,3.0409,3.1909,3.5296,3.7778,3.9977,4.821,2.0621,2.0832,4.9213,23.239,24.138,1145800,4.3555,0.36278,-0.33867,0.3042,0.20873,0.10211,2.0033,3.1733,0.50036,2.3049,0.0062271,0.23286,-0.97805,64.721,0.048684,714.04,0.75,1.4892,4,0.90784,0.39479,1.2637,2.8268,1.6295,0.20796,4256.8,5395.8,3451.4,0.088987,1.1275,2.1832,8.7506,2.3265,2.0625,0.60027,4185.8,832.04,2.2343,0.30435,0.13793,-0.031418,2.0961,Q4,0.42,0.412,0.188,0.00186,0,0.279,-18.246,0.0668,0,98.304,4,0.563
MT0004558461,94.084,3.6513,1218.3,4.3141,0.081353,0.11143,0.26971,0.8638,555.26,0.42058,2.4224,0.03472,0.76057,0.46398,0.022453,0.34943,0.69537,0.10749,2.0171,0.78395,4.5377,0.537,0.056264,0.23334,0.18306,3.9405,0.86851,6.5574,0.1915,0.39591,0.033662,0.51889,0.04822,0.6904,0.59227,0.54469,-0.13522,-0.097515,0.53906,-0.093122,-0.092808,0.0061843,0.47616,0.48815,0.14142,0.12482,3.0292,3.2393,3.9455,4.024,4.1402,4.4486,1.6106,1.6246,4.6005,30.591,30.456,1295800,3.744,0.14677,-1.5017,-1.7411,-2.1938,0.099772,1.6401,1.1301,0.11761,0.44522,0.0075561,0.19109,-1.5961,236.39,0.13178,1467.8,0.16667,2.1768,5,0.90247,0.18185,0.23279,1.8956,1.7958,0.30379,4821,5757.7,4020.6,0.18739,0.73329,1.5,27.04,1.5,1.5,-0.13506,4490.7,256.23,1.5,0.25191,0.085714,-0.74574,1.1312,Q2,0.914,0.286,0.0133,3.65E-06,4,0.0564,-7.609,0.179,0,109.54,4,0.424
MT0004584067,115.08,4.8561,1572.8,2.3744,0.08418,1.0862,0.12932,1.9452,491.62,0.54535,4.1354,0.044322,0.67401,0.42253,0.046823,0.28133,0.88468,0.055497,2.4675,1.0553,4.8218,0.70007,0.058413,0.39564,0.095759,6.0944,1.1234,9.1613,0.15817,0.30702,0.053989,0.42375,0.04563,0.6289,0.51868,0.50854,0.053192,0.1244,0.4412,0.31034,0.45974,0.60395,0.38568,0.36763,0.16607,0.16615,3.2739,3.8683,4.4819,4.9763,4.53,6.1742,2.6581,2.4109,6.003,21.467,21.403,319610,4.5362,0.13298,-0.46177,0.1816,-1.8154,0.08497,1.3236,1.2395,0.147,1.5001,0.003234,0.2574,-1.2821,109.08,0.059644,1770.6,0.5,3.6349,7,1.1801,0.020077,0,0.33256,1.0974,0.5676,4020.4,4797.3,3590.9,0,0.98824,2.3481,16.294,2.7288,9.4248,2.7489,3521.8,523.73,2.6899,0.11281,0.31707,-0.49803,0.89832,Q4,0.423,0.008,0.758,0.739,0,0.0247,-11.249,0.102,1,110.149,4,0.562
MT0004609722,136.95,2.6501,1136.3,2.4079,0.12755,0.71163,0.19758,1.3071,291.01,0.35284,3.0075,0.034347,0.69118,0.36889,0.073001,0.18926,0.87979,0.08063,3.2914,0.94816,5.2244,0.85156,0.04876,0.30063,0.16047,4.8959,1.1793,8.0427,0.1708,0.31848,0.044737,0.51586,0.042379,0.63656,0.43709,0.39912,0.41818,0.4924,0.34685,0.5018,0.48642,0.69526,0.25967,0.2471,0.15939,0.16824,3.6897,3.9721,4.8141,5.7287,5.9211,7.0117,2.543,3.9468,7.6715,19.033,15.374,636590,2.9152,0.1207,-0.010854,-0.43062,-1.0233,0.0787,1.5155,0.87644,0.12165,0.92845,0.0051807,0.24948,-0.75457,134.35,0.11947,1289.3,0.46667,2.2683,7,1.0239,0.1973,0.23279,1.7626,2.594,0.53225,5156.3,5688.1,4704.9,0.3586,0.82046,1.4952,20.876,3.8061,1.7005,0.64602,4103.6,408.31,2.9379,0.45957,0.19048,0.14507,1.3641,Q3,0.286,0.566,0.962,0,5,0.0324,-11.726,0.071,1,175.219,3,0.453
MT0004645468,108.34,1.8615,904.88,5.9862,0.058599,1.3353,0.50381,-0.15794,276.17,0.17685,1.3848,0.020499,0.83978,0.47259,0.021612,0.39876,0.38775,0.098828,2.3127,0.68497,5.4642,0.35461,0.040236,0.11751,0.29058,1.135,0.77348,3.6771,0.21113,0.47487,0.027935,0.62372,0.032308,0.74263,0.64005,0.64647,-0.42622,-0.38349,0.60932,-0.24803,-0.22381,-0.21697,0.58212,0.55991,0.11683,0.099713,2.7201,2.7773,3.2208,3.2772,3.4368,3.8155,1.1607,1.1894,4.1026,36.278,37.437,2414100,2.3541,0.21337,-2.396,-4.1552,-2.8775,0.16649,1.7356,0.75036,0.052532,-1.049,0.016294,0.14452,-1.3097,0,0,0,0,0.7332,3,0.63667,0.53456,0.63186,0.56535,0.066512,0.15093,6435.3,7170.5,6067.6,0.5603,0,0,0,0,0,0,0,0,0,0,0,-2.0536,0.96487,Q2,0.983,-0.68,4.73E-06,0.285,1,0.167,-4.363,0.0821,0,102.62,4,0.453
MT0004669603,132.12,2.0025,1095.3,2.642,0.085694,0.66431,0.15404,0.90314,313.67,0.42569,3.363,0.03362,0.69416,0.38179,0.055422,0.24086,0.80122,0.056155,2.8816,1.0355,5.0805,0.88448,0.054375,0.31315,0.13104,5.5792,1.2605,8.7502,0.19348,0.29615,0.041404,0.4281,0.051868,0.59038,0.46701,0.45474,0.22638,0.18176,0.4148,0.28025,0.55059,0.40487,0.35921,0.42036,0.17442,0.15992,3.5786,4.3097,4.9724,5.0003,5.6065,5.7116,2.639,2.6253,5.7983,14.088,18.289,416040,2.99,0.12305,-0.6184,0.045424,-1.1407,0.10152,2.1377,1.4272,0.15142,1.1183,0.0046091,0.23175,-1.2371,9.1928,0.012314,224.24,0.5,2.4581,6,0.92319,0.11931,0.2993,1.8623,3.1593,0.29296,5486.6,6380.3,3997.7,0.41335,1.1784,2.7062,11.694,1.3796,1.6607,0.35131,3997.5,840.57,2.1937,0.47902,0.10909,-0.41442,1.597,Q1,0.549,0.932,0.782,0.441,9,0.0429,-11.6,0.342,0,96.881,4,0.584
MT0004683099,116.21,4.0652,1515.6,4.0131,0.1039,-0.20534,0.17795,1.0358,626.75,0.42199,2.6414,0.042763,0.68671,0.45383,0.030958,0.32865,0.72697,0.14243,2.6163,0.8589,4.8317,0.62411,0.069488,0.31376,0.23214,2.95,1.0757,6.8418,0.19044,0.35778,0.042469,0.5156,0.043974,0.69071,0.51851,0.52226,-0.019535,-0.078021,0.45953,0.092506,0.038131,0.17764,0.41,0.41273,0.15992,0.16041,3.3464,3.5,4.1099,4.6369,4.6083,5.5852,2.3699,2.0353,5.5589,30.201,30.549,1886100,3.0249,0.20317,-1.4063,-0.99549,-1.9318,0.096846,1.765,1.2346,0.13017,0.54416,0.010793,0.1785,-1.1876,73.568,0.025248,1154.3,0.75,2.4268,6,1.1512,0.18919,0.099768,1.4965,1.7626,0.27249,5724.3,6909.8,4291.1,0.4841,0.11896,1,23.169,1,0,0,5001.6,481.31,1,1,0.038462,-2.8475,1.1978,Q1,0.951,-0.128,0.117,1.46E-06,2,0.133,-5.069,0.365,1,117.929,4,0.348
MT0004693207,165.05,1.4056,1058,1.5718,0.14923,1.4587,0.024776,1.9413,829.32,1.3012,8.8639,0.078794,0.50809,0.27703,0.082587,0.11627,0.76711,0.10834,4.0691,1.7163,6.4785,1.4665,0.10996,0.63788,0.095786,6.8793,2.2073,12.973,0.14289,0.23857,0.093963,0.34034,0.097599,0.49119,0.36141,0.30868,0.58264,0.60505,0.30416,0.69881,0.67095,0.64086,0.27784,0.29277,0.21493,0.22211,4.1416,4.3062,4.6235,5.5437,6.3788,7.1817,3.3114,3.8286,6.9614,8.6692,5.0642,137510,5.8419,0.2687,0.40331,0.46376,-0.21328,0.097393,3.6466,1.9844,0.30473,2.7085,0.0022377,0.34166,0.063439,148.22,0.1241,1234.3,0.44444,1.8297,6,1.0511,0.37761,0.79814,1.5298,0.93117,0.58155,5179.6,5772.9,4627.9,0.28774,0.94949,1.8248,24.526,1.7541,2.7283,1.0766,4191.1,332.62,2.6205,0.35905,0.24074,0.65113,1.0647,Q3,0.168,-0.012,0.906,5.89E-06,10,0.0334,-12.486,0.25,1,76.883,4,0.583
MT0004711079,156.47,1.6116,1216.7,2.7542,0.11079,0.0044618,0.13137,1.1194,388.73,0.43353,3.2523,0.038884,0.63919,0.40207,0.055639,0.23973,0.80153,0.093525,3.4007,1.1116,4.8845,0.78633,0.050738,0.2709,0.17358,3.8731,1.3153,8.7452,0.19509,0.28353,0.063973,0.38013,0.035377,0.66317,0.49877,0.48098,0.0726,0.032788,0.47713,-0.040219,0.0482,0.17436,0.39383,0.41778,0.19218,0.18388,3.302,3.6663,4.1065,4.8809,4.4124,5.5748,2.547,2.5599,6.1647,10.845,24.801,852610,2.6556,0.14974,-0.10093,-0.028146,-1.0181,0.11926,2.2505,1.3386,0.17069,0.84513,0.0064622,0.21715,-0.77658,401.62,0.13428,1459.1,0.625,1.2759,4,0.74969,0.54343,1.2691,2.1709,0.86834,0.26993,4821.3,5116.7,4513.1,0.42696,0.85268,2.1508,9.1691,4.9697,4.1983,1.4251,4550.3,279.46,1.9889,0.73963,0.22449,-0.47349,1.7366,Q1,0.475,0.884,0.578,0.0932,9,0.204,-12.633,0.0565,1,123.62,4,0.821
MT0004715422,71.298,0.75333,548.67,5.4177,0.066172,-0.029055,0.34982,-0.10766,414.5,0.27526,1.9508,0.025125,0.81211,0.45738,0.023154,0.37045,0.50542,0.10078,1.7893,0.63784,4.444,0.36935,0.054836,0.15398,0.25744,2.6836,0.69102,5.3235,0.23348,0.36294,0.038773,0.5309,0.031776,0.73172,0.63092,0.56323,-0.24307,-0.23805,0.54592,-0.21256,-0.12801,-0.095443,0.49768,0.54969,0.12199,0.11334,3.08,3.2532,3.6262,4.1192,3.8207,4.0737,1.4813,1.4975,4.4894,38.288,38.662,1970100,2.6175,0.12986,-1.9572,-2.2568,-2.4821,0.132,1.98,0.84403,0.080004,-0.96473,0.016154,0.14271,-1.3118,117.67,0.045338,1427.3,0.66667,1.3859,4,0.69666,0.57973,0.36581,2.2281,0.76489,0.32121,6172.1,7151.3,5527.3,0.63572,0,0,0,0,0,0,5785.1,0,0,1,0.045455,-4.037,1.4972,Q2,0.987,-0.736,0.000232,0,0,0.112,-2.402,0.344,1,94.077,4,0.292
MT0004751933,136.7,1.9018,1110.3,2.8092,0.11786,-0.61687,0.14303,0.60287,540,0.4576,3.7549,0.054465,0.63814,0.39159,0.072809,0.15843,0.82081,0.10782,3.0731,1.1223,5.5087,0.89793,0.050907,0.44131,0.24028,3.0902,1.5305,9.4318,0.2203,0.30193,0.056227,0.43316,0.044135,0.63004,0.48683,0.39599,0.27702,0.13336,0.40739,0.16136,0.4007,0.46634,0.31485,0.30558,0.20647,0.20103,3.7557,4.0664,4.9402,5.4792,5.3871,6.6227,2.7844,3.6634,7.4418,23.258,23.749,1486500,2.4069,0.19746,-1.2155,-1.3109,-1.7725,0.10489,2.3195,1.0522,0.15886,0.42386,0.0025385,0.25818,-0.94443,213.32,0.11723,1519.7,0.57143,1.8778,6,1.0346,0.28533,0.49884,2.1616,2.1616,0.3602,6202.1,6910.8,4750.4,0.55535,0.99718,2.1234,16.569,1.7532,2.7873,1.0908,5195.3,473.18,3.0228,0.90931,0.18182,-1.1431,1.597,Q1,0.568,0.82,0.718,0.00118,0,0.107,-8.45,0.304,1,89.066,4,0.602
MT0004759106,110.61,0.99616,880.19,1.7802,0.075112,0.59595,0.080079,1.6628,217.93,0.74631,5.3333,0.030414,0.62735,0.40228,0.044818,0.2754,0.93018,0.039679,2.4813,1.1092,5.7454,1.3941,0.061925,0.6143,0.10488,8.1054,1.6221,11.743,0.16281,0.2896,0.040943,0.38236,0.057373,0.45516,0.50943,0.42336,0.31991,0.4048,0.29983,0.68872,0.69695,0.82786,0.23818,0.21659,0.13555,0.15333,3.9861,4.0907,4.8841,6.145,6.0709,7.8344,2.9983,3.3096,9.5092,-4.4811,-4.93,239350,2.3901,0.12732,-0.39578,0.30223,-1.7141,0.07965,1.3508,1.069,0.15632,1.4973,0.0014895,0.26013,-0.77783,53.036,0.11083,499.09,1,4.7383,9,1.482,0.0060101,0,0.20039,0.66795,0.50877,5122.3,6020.7,3803.9,0.27815,0.7259,3.2636,12.902,2.2714,1.2373,0.067015,5004.7,339.74,3.2311,0.71133,0.12963,-0.42216,1.3024,Q4,0.136,-0.652,0.926,0.889,0,0.0316,-19.32,0.109,1,90.791,4,0.479
MT0004807446,171.16,2.4588,1471.5,3.5449,0.11448,-0.15867,0.1875,0.096965,801.35,0.49578,2.74,0.043881,0.61147,0.4346,0.0273,0.32683,0.61773,0.21742,3.6201,1.0323,4.9298,0.55774,0.064698,0.19594,0.26509,3.2294,1.145,7.2123,0.19764,0.33406,0.054193,0.51428,0.048712,0.70401,0.51045,0.5125,-0.11623,-0.20233,0.5218,-0.15776,-0.17856,-0.076074,0.4653,0.44721,0.16408,0.16909,3.283,3.4081,3.7718,4.1413,4.1245,4.8091,1.9213,2.116,5.055,35.36,33.808,1788400,3.2564,0.22822,-1.087,-1.2482,-1.3299,0.11522,2.9351,1.4786,0.10724,-0.018452,0.010522,0.18472,-0.98478,77.782,0.032838,1125.8,0.5,1.4367,4,0.86446,0.45618,1.164,2.7602,1.43,0.23695,5868.3,6369.6,4947.7,0.50978,0.35687,1,11.743,1,1,1.39E-15,5766.4,369.79,1,1,0.066667,-1.8961,1.8965,Q2,0.903,0.842,0.171,0,10,0.186,-4.37,0.567,0,127.045,4,0.233
MT0004840819,128.25,2.5621,1344.1,2.3744,0.14912,0.48263,0.093335,1.4604,693.97,0.77802,4.484,0.065868,0.6209,0.39077,0.060826,0.18685,0.91763,0.090476,3.5485,1.2817,6.1101,1.182,0.071064,0.48892,0.1284,5.1621,1.7112,9.7084,0.17389,0.34084,0.061274,0.44909,0.068948,0.55912,0.49993,0.45672,0.22987,0.28529,0.40472,0.28418,0.34136,0.48176,0.35739,0.33585,0.18567,0.16678,3.7071,3.9251,4.611,5.1023,5.3128,6.1624,2.5777,3.2765,6.2958,21.238,19.364,545620,4.4845,0.21425,0.051089,-0.26378,-1.0194,0.094104,1.403,1.7511,0.27583,1.2812,0.0026198,0.24393,-0.20717,113.83,0.14534,1257,0.5,2.1813,6,1.1699,0.2805,0.49884,1.3302,1.1972,0.45279,4663.1,5983.5,3783.8,0.1903,1.1895,1.7565,25.721,1.5744,5.6173,2.0591,4592.5,672.69,2.1595,0.54757,0.17778,-0.066566,0.83178,Q3,0.26,0.35,0.32,0,10,0.0266,-16.924,0.131,1,113.568,4,0.701
MT0004842694,118.98,0.94153,695.36,0.80262,0.10938,0.36662,0.20533,2.4901,461.56,0.44731,2.3887,0.047,0.69765,0.28416,0.045949,0.19005,0.82443,0.091704,3.7593,0.99928,6.621,0.95628,0.052375,0.34749,0.14647,4.4264,1.3315,7.5264,0.15188,0.32569,0.046542,0.53554,0.067902,0.65612,0.41868,0.40957,0.30875,0.13379,0.43263,0.17471,0.082592,0.036639,0.41462,0.35828,0.21568,0.13027,3.4396,3.7078,4.0376,4.3937,5.0509,6.0656,2.8673,3.2662,4.3822,9.8525,13.119,829780,3.7828,0.16341,0.77398,-1.2467,-0.10281,0.11175,1.9757,1.1239,0.14742,2.2576,0.001491,0.29856,0.47602,128.29,0.095493,1140.6,0.66667,1.0498,5,0.79669,0.49054,0.8314,0.76489,0.23279,0.72804,4375.2,4919.9,3790.6,0.021668,0.62673,4.7198,16.068,1.8178,4.8191,1.7742,3783.6,316.31,1.8214,0,0.37143,0.060681,1.0314,Q3,0.161,-0.312,0.975,0,7,0.106,-13.29,0.376,0,81.271,4,0.499
MT0004850690,110.49,2.0146,1038.7,2.1403,0.091103,0.25144,0.17323,0.52469,439.18,0.49941,3.6972,0.047066,0.6609,0.44281,0.042371,0.28157,1.0312,0.055773,2.4481,0.84277,6.5537,0.97361,0.065262,0.34221,0.12944,5.1587,1.2099,8.9842,0.20494,0.31801,0.051743,0.45061,0.061926,0.58543,0.51918,0.46994,0.078571,0.11754,0.39811,0.37024,0.59519,0.61957,0.30198,0.39783,0.18234,0.14513,3.5982,4.3856,4.6613,5.153,5.2883,5.308,2.0718,2.4512,4.9579,19.803,20.935,602000,4.0343,0.15991,-0.26945,-0.77311,-1.3763,0.079132,0.89356,1.3583,0.16918,0.6595,0.0031649,0.21342,-0.36976,0,0,0,0,3.0174,6,1.2881,0.044788,0.099768,0.56535,1.3635,0.61574,5620.1,5980.4,4473.9,0.31644,0.25234,2.3333,20.047,1.9382,2.1236,0.9277,5326.9,243.55,1.5945,0.48488,0.13793,-1.5354,0.56561,Q4,0.246,-0.68,0.823,0.918,9,0.0281,-14.411,0.11,0,107.52,4,0.749
MT0004867185,161.6,1.528,1181.7,3.779,0.15981,0.48579,0.11838,0.59737,900.79,0.71061,3.6123,0.059493,0.6194,0.43345,0.046134,0.24066,0.65348,0.18612,3.6593,1.4478,5.265,0.74938,0.072049,0.36206,0.21025,4.3626,1.612,8.3682,0.19193,0.27972,0.063856,0.43657,0.071818,0.63166,0.49669,0.51118,0.021183,0.1155,0.44116,0.21029,0.4313,0.1343,0.43662,0.38706,0.19168,0.15252,3.516,3.9883,4.2116,4.1786,4.3734,5.3874,2.3601,2.4648,5.1944,29.941,29.228,1010000,3.9871,0.27649,-0.70071,0.17148,-0.54122,0.11702,3.4986,1.8618,0.19955,0.54145,0.0092825,0.21285,-0.81417,300.93,0.03774,2393.5,0.5,1.4311,5,0.83053,0.45888,1.563,2.8933,0.96442,0.18397,5002.5,6222.9,4043.4,0.29945,0.84673,1.5,14.054,1.5,1.5,-0.3818,4146.1,51.451,1.5,0,0.076923,-0.90634,2.2292,Q2,0.821,0.622,0.671,0,5,0.253,-11.316,0.207,0,113.111,4,0.393
